pm2_5, pm10 , carbon_monoxide, nitrogen_dioxide, sulphur_dioxide, ozone, ammonia, datetime
101.0, 156.5,          1632.0,             83.7,            76.7,  93.0,        , 2022-11-26 18:00:00
122.5, 187.2,          2546.0,             80.9,            97.0,  91.0,        , 2022-11-26 19:00:00
138.8, 210.9,          3628.0,             76.8,           121.1,  89.0,        , 2022-11-26 20:00:00
150.9, 228.2,          4184.0,             73.4,           133.4,  88.0,        , 2022-11-26 21:00:00
156.9, 237.0,          4625.0,             69.8,           143.2,  87.0,        , 2022-11-26 22:00:00
156.5, 234.7,          4890.0,             65.6,           148.6,  85.0,        , 2022-11-26 23:00:00
153.2, 229.6,          4702.0,             63.7,           143.0,  81.0,        , 2022-11-27 00:00:00
148.5, 222.6,          4270.0,             62.5,           131.5,  77.0,        , 2022-11-27 01:00:00
142.0, 213.3,          3741.0,             60.5,           118.2,  70.0,        , 2022-11-27 02:00:00
137.4, 207.2,          3593.0,             57.0,           112.9,  64.0,        , 2022-11-27 03:00:00
136.0, 204.9,          3523.0,             52.9,           109.6,  57.0,        , 2022-11-27 04:00:00
161.1, 240.3,          4240.0,             77.5,           173.9,  33.0,        , 2022-11-27 05:00:00
164.4, 245.9,          3571.0,             79.5,           172.6,  31.0,        , 2022-11-27 06:00:00
150.4, 226.3,          2619.0,             82.2,           170.4,  28.0,        , 2022-11-27 07:00:00
 93.1, 148.1,          1553.0,             81.4,           163.6,  34.0,        , 2022-11-27 08:00:00
 79.9, 127.6,          1159.0,             74.2,           153.5,  54.0,        , 2022-11-27 09:00:00
 76.6, 120.6,           949.0,             63.3,           140.4,  81.0,        , 2022-11-27 10:00:00
 74.7, 116.9,           774.0,             51.0,           123.6, 113.0,        , 2022-11-27 11:00:00
 72.9, 113.2,           661.0,             45.5,           113.1, 128.0,        , 2022-11-27 12:00:00
 70.3, 108.5,           605.0,             41.5,           103.4, 139.0,        , 2022-11-27 13:00:00
 66.8, 102.7,           619.0,             42.2,            91.4, 143.0,        , 2022-11-27 14:00:00
 61.2,  94.3,           647.0,             50.7,            80.9, 131.0,        , 2022-11-27 15:00:00
 57.5,  88.2,           719.0,             63.8,            70.4, 111.0,        , 2022-11-27 16:00:00
 65.4,  98.7,          1070.0,             79.8,            66.6,  89.0,        , 2022-11-27 17:00:00
 69.2, 103.8,          1389.0,             77.9,            69.8,  88.0,        , 2022-11-27 18:00:00
 75.7, 113.6,          1849.0,             75.3,            74.7,  87.0,        , 2022-11-27 19:00:00
 85.0, 127.6,          2500.0,             72.3,            84.8,  85.0,        , 2022-11-27 20:00:00
 99.2, 147.6,          3019.0,             71.1,            98.4,  82.0,        , 2022-11-27 21:00:00
111.3, 165.3,          3570.0,             70.3,           115.3,  78.0,        , 2022-11-27 22:00:00
116.2, 172.3,          4077.0,             69.0,           131.1,  72.0,        , 2022-11-27 23:00:00
118.0, 174.2,          4149.0,             67.6,           132.3,  65.0,        , 2022-11-28 00:00:00
117.6, 173.2,          4044.0,             65.8,           127.9,  58.0,        , 2022-11-28 01:00:00
115.9, 170.9,          3840.0,             62.9,           120.2,  49.0,        , 2022-11-28 02:00:00
113.2, 167.2,          3724.0,             58.7,           114.2,  44.0,        , 2022-11-28 03:00:00
110.4, 163.4,          3585.0,             53.5,           107.1,  41.0,        , 2022-11-28 04:00:00
121.1, 178.8,          3652.0,             89.1,           132.8,  20.0,        , 2022-11-28 05:00:00
122.9, 182.5,          3228.0,             88.2,           130.2,  20.0,        , 2022-11-28 06:00:00
101.5, 153.7,          2621.0,             86.8,           126.4,  20.0,        , 2022-11-28 07:00:00
 77.1, 120.6,          1856.0,             81.8,           119.8,  29.0,        , 2022-11-28 08:00:00
 58.3,  94.5,          1406.0,             73.7,           113.5,  48.0,        , 2022-11-28 09:00:00
 52.6,  85.0,          1001.0,             63.0,           106.2,  74.0,        , 2022-11-28 10:00:00
 51.7,  82.4,           607.0,             50.6,            95.5, 104.0,        , 2022-11-28 11:00:00
 51.3,  80.8,           443.0,             43.4,            85.7, 119.0,        , 2022-11-28 12:00:00
 50.3,  78.2,           377.0,             37.3,            74.9, 129.0,        , 2022-11-28 13:00:00
 48.5,  75.0,           458.0,             35.9,            65.4, 133.0,        , 2022-11-28 14:00:00
 46.9,  71.9,           642.0,             44.3,            64.0, 122.0,        , 2022-11-28 15:00:00
 51.3,  78.0,           932.0,             58.1,            65.9, 103.0,        , 2022-11-28 16:00:00
 67.8, 101.0,          1340.0,             74.8,            76.8,  78.0,        , 2022-11-28 17:00:00
 81.3, 120.1,          1807.0,             72.4,            84.1,  79.0,        , 2022-11-28 18:00:00
 89.2, 131.8,          2475.0,             69.1,            94.5,  81.0,        , 2022-11-28 19:00:00
100.6, 149.0,          3328.0,             66.2,           109.8,  80.0,        , 2022-11-28 20:00:00
113.6, 168.1,          3868.0,             66.9,           123.2,  77.0,        , 2022-11-28 21:00:00
124.3, 183.0,          4373.0,             69.1,           137.9,  71.0,        , 2022-11-28 22:00:00
127.1, 187.7,          4793.0,             72.3,           149.8,  61.0,        , 2022-11-28 23:00:00
126.7, 186.7,          4791.0,             75.3,           147.9,  49.0,        , 2022-11-29 00:00:00
124.3, 183.0,          4595.0,             78.7,           139.8,  35.0,        , 2022-11-29 01:00:00
121.5, 179.3,          4302.0,             79.7,           128.8,  21.0,        , 2022-11-29 02:00:00
118.5, 175.1,          4177.0,             74.2,           122.9,  17.0,        , 2022-11-29 03:00:00
115.7, 171.4,          4058.0,             65.7,           117.2,  17.0,        , 2022-11-29 04:00:00
110.4, 162.5,          3420.0,             95.3,           128.4,   1.0,        , 2022-11-29 05:00:00
115.9, 170.0,          3109.0,             97.3,           123.5,   3.0,        , 2022-11-29 06:00:00
117.8, 172.3,          2661.0,             99.9,           116.3,   6.0,        , 2022-11-29 07:00:00
 77.8, 115.9,          2033.0,             96.3,           105.2,  21.0,        , 2022-11-29 08:00:00
 58.1,  86.1,          1549.0,             82.7,            95.2,  48.0,        , 2022-11-29 09:00:00
 56.2,  82.4,          1042.0,             63.2,            83.9,  83.0,        , 2022-11-29 10:00:00
 57.6,  84.3,           548.0,             41.7,            71.7, 124.0,        , 2022-11-29 11:00:00
 60.1,  88.5,           404.0,             32.5,            66.1, 144.0,        , 2022-11-29 12:00:00
 62.6,  92.9,           395.0,             26.7,            62.5, 160.0,        , 2022-11-29 13:00:00
 65.0,  97.1,           512.0,             28.7,            61.3, 164.0,        , 2022-11-29 14:00:00
 66.8, 101.3,           668.0,             42.8,            63.8, 147.0,        , 2022-11-29 15:00:00
 71.2, 109.2,           901.0,             64.6,            68.7, 118.0,        , 2022-11-29 16:00:00
 68.0, 102.0,          1086.0,             87.8,           197.8,  76.0,        , 2022-11-29 17:00:00
 73.8, 111.8,          1046.0,             85.4,           184.1,  79.0,        , 2022-11-29 18:00:00
 78.9, 121.1,           990.0,             82.0,           164.6,  83.0,        , 2022-11-29 19:00:00
 86.4, 132.7,           939.0,             76.8,           141.9,  86.0,        , 2022-11-29 20:00:00
 95.2, 145.3,           945.0,             72.7,           132.1,  86.0,        , 2022-11-29 21:00:00
100.6, 152.3,           972.0,             68.1,           125.4,  84.0,        , 2022-11-29 22:00:00
 99.7, 150.4,          1005.0,             62.0,           118.3,  82.0,        , 2022-11-29 23:00:00
 97.3, 146.2,          1014.0,             57.3,           113.6,  80.0,        , 2022-11-30 00:00:00
 92.9, 138.8,          1018.0,             52.6,           109.9,  78.0,        , 2022-11-30 01:00:00
 89.6, 134.1,          1019.0,             47.5,           105.6,  75.0,        , 2022-11-30 02:00:00
 86.8, 129.9,          1022.0,             45.0,           102.4,  71.0,        , 2022-11-30 03:00:00
 86.4, 129.5,          1023.0,             43.5,            99.7,  66.0,        , 2022-11-30 04:00:00
 80.6, 122.5,           915.0,             48.3,            91.7,  61.0,        , 2022-11-30 05:00:00
 82.9, 125.7,           863.0,             45.5,            89.1,  75.0,        , 2022-11-30 06:00:00
 80.8, 122.0,           789.0,             41.5,            85.4,  95.0,        , 2022-11-30 07:00:00
 73.8, 110.8,           704.0,             36.5,            81.2, 121.0,        , 2022-11-30 08:00:00
 71.0, 105.9,           665.0,             33.2,            78.6, 137.0,        , 2022-11-30 09:00:00
 69.4, 103.4,           637.0,             29.9,            76.2, 152.0,        , 2022-11-30 10:00:00
 65.0,  96.9,           620.0,             29.1,            77.2, 162.0,        , 2022-11-30 11:00:00
 60.5,  90.3,           624.0,             33.1,            82.9, 156.0,        , 2022-11-30 12:00:00
 56.6,  84.3,           642.0,             39.8,            91.8, 141.0,        , 2022-11-30 13:00:00
 53.7,  80.1,           679.0,             49.7,           104.1, 120.0,        , 2022-11-30 14:00:00
 52.4,  78.5,           727.0,             58.0,           114.4, 105.0,        , 2022-11-30 15:00:00
 55.3,  82.7,           787.0,             67.1,           125.5,  88.0,        , 2022-11-30 16:00:00
 56.9,  84.1,           925.0,             80.3,           150.9,  66.0,        , 2022-11-30 17:00:00
 62.9,  92.9,           888.0,             77.2,           139.2,  67.0,        , 2022-11-30 18:00:00
 66.4,  98.0,           836.0,             72.6,           122.6,  67.0,        , 2022-11-30 19:00:00
 69.6, 102.7,           780.0,             67.1,           103.6,  67.0,        , 2022-11-30 20:00:00
 71.9, 105.9,           761.0,             64.3,            95.7,  65.0,        , 2022-11-30 21:00:00
 71.9, 105.9,           752.0,             62.0,            90.7,  61.0,        , 2022-11-30 22:00:00
 69.8, 102.9,           754.0,             59.0,            86.8,  57.0,        , 2022-11-30 23:00:00
 69.2, 101.3,           768.0,             55.8,            86.1,  55.0,        , 2022-12-01 00:00:00
 69.8, 102.4,           792.0,             52.4,            87.2,  54.0,        , 2022-12-01 01:00:00
 70.1, 102.9,           814.0,             49.7,            88.3,  52.0,        , 2022-12-01 02:00:00
 68.5, 100.6,           819.0,             51.1,            88.2,  48.0,        , 2022-12-01 03:00:00
 66.1,  97.3,           817.0,             54.2,            87.6,  44.0,        , 2022-12-01 04:00:00
 71.2, 103.1,           841.0,             40.3,            79.9,  54.0,        , 2022-12-01 05:00:00
 71.2, 103.4,           790.0,             40.8,            78.2,  60.0,        , 2022-12-01 06:00:00
 70.3, 101.5,           717.0,             41.5,            75.8,  68.0,        , 2022-12-01 07:00:00
 56.3,  81.5,           640.0,             41.1,            74.2,  84.0,        , 2022-12-01 08:00:00
 52.2,  75.2,           619.0,             38.3,            75.2, 102.0,        , 2022-12-01 09:00:00
 54.4,  78.5,           616.0,             34.5,            77.6, 124.0,        , 2022-12-01 10:00:00
 55.4,  80.1,           623.0,             32.3,            82.4, 143.0,        , 2022-12-01 11:00:00
 54.6,  79.4,           636.0,             35.2,            88.4, 141.0,        , 2022-12-01 12:00:00
 52.5,  77.1,           657.0,             40.5,            95.8, 130.0,        , 2022-12-01 13:00:00
 48.3,  71.7,           679.0,             48.7,           103.3, 112.0,        , 2022-12-01 14:00:00
 44.0,  65.9,           685.0,             55.8,           106.1,  96.0,        , 2022-12-01 15:00:00
 41.3,  62.2,           686.0,             63.9,           107.1,  78.0,        , 2022-12-01 16:00:00
 53.2,  79.2,           808.0,             75.1,           125.9,  71.0,        , 2022-12-01 17:00:00
 60.8,  90.3,           795.0,             74.2,           117.2,  72.0,        , 2022-12-01 18:00:00
 64.5,  95.9,           776.0,             73.0,           104.8,  73.0,        , 2022-12-01 19:00:00
 66.4,  99.0,           758.0,             70.6,            90.8,  75.0,        , 2022-12-01 20:00:00
 69.2, 103.1,           754.0,             67.8,            85.1,  77.0,        , 2022-12-01 21:00:00
 72.6, 108.5,           756.0,             64.4,            81.6,  80.0,        , 2022-12-01 22:00:00
 74.3, 111.1,           765.0,             60.6,            78.9,  83.0,        , 2022-12-01 23:00:00
 73.6, 109.7,           780.0,             58.6,            78.4,  83.0,        , 2022-12-02 00:00:00
 72.4, 108.3,           801.0,             57.1,            79.3,  82.0,        , 2022-12-02 01:00:00
 71.9, 107.3,           827.0,             55.8,            80.6,  81.0,        , 2022-12-02 02:00:00
 71.9, 107.6,           847.0,             56.0,            81.7,  79.0,        , 2022-12-02 03:00:00
 72.2, 108.0,           867.0,             56.8,            82.9,  76.0,        , 2022-12-02 04:00:00
 70.8, 104.5,           867.0,             55.7,            85.8,  77.0,        , 2022-12-02 05:00:00
 72.2, 106.6,           821.0,             49.9,            80.6,  89.0,        , 2022-12-02 06:00:00
 72.6, 107.3,           756.0,             41.8,            73.2, 107.0,        , 2022-12-02 07:00:00
 64.3,  95.2,           695.0,             33.7,            68.1, 129.0,        , 2022-12-02 08:00:00
 61.9,  92.0,           689.0,             32.0,            71.1, 142.0,        , 2022-12-02 09:00:00
 63.3,  93.8,           704.0,             32.7,            77.9, 153.0,        , 2022-12-02 10:00:00
 64.0,  95.5,           742.0,             36.5,            89.3, 161.0,        , 2022-12-02 11:00:00
 64.5,  96.6,           790.0,             42.2,           100.8, 159.0,        , 2022-12-02 12:00:00
 63.3,  95.9,           853.0,             50.2,           114.3, 152.0,        , 2022-12-02 13:00:00
 57.2,  88.2,           912.0,             59.2,           125.5, 140.0,        , 2022-12-02 14:00:00
