DATE,T2M_MAX,WD10M,RH2M,WS10M,PS,ALLSKY_SFC_SW_DWN,T2M_MIN,T2M,CLRSKY_SFC_SW_DWN,CLOUD_AMT,ALLSKY_SFC_LW_DWN,PRECTOTCORR
20160730,29.12,227.1,87.36,3.14,99.97,6.3629,26.84,27.97,7.3375,78.09,10.363,8.99
20160731,28.41,241.9,90.15,5.44,99.93,3.217,26.72,27.5,6.8407,99.42,10.535,11.96
20160801,28.5,250.9,89.67,6.4,99.77,3.3079,26.2,27.25,6.7901,98.6,10.529,12.53
20160802,28.4,244.1,89.33,8.81,99.46,3.0689,25.93,27.04,6.8767,99.64,10.4926,7.39
20160803,29.08,245.1,88.48,7.98,99.48,2.5308,26.07,27.39,6.9166,100.0,10.5715,19.64
20160804,29.7,246.0,87.34,8.16,99.61,1.8898,26.2,27.7,6.7531,99.8,10.5931,20.29
20160805,29.58,232.1,87.68,7.2,99.71,4.2026,26.45,27.9,6.8438,99.35,10.5206,5.28
20160806,29.5,232.2,87.88,7.23,99.79,4.3615,26.76,28.07,6.6283,99.48,10.541,8.17
20160807,30.18,235.1,86.48,6.64,99.92,6.0238,26.89,28.22,6.9286,93.9,10.4131,5.46
20160808,29.74,248.7,85.65,4.8,100.04,5.797,27.11,28.22,6.798,81.2,10.4174,1.23
20160809,29.44,242.0,87.04,4.8,100.0,4.6522,27.01,28.01,6.7368,95.85,10.5295,0.97
20160810,30.46,251.6,85.16,4.65,100.02,5.6342,26.95,28.43,6.5741,94.44,10.5187,0.98
20160811,30.3,250.5,85.86,4.57,100.1,5.9508,27.11,28.44,6.8237,91.86,10.4436,1.49
20160812,30.97,259.7,83.28,4.79,100.04,6.2818,27.06,28.75,6.9984,43.58,10.4081,1.34
20160813,29.9,242.4,85.56,4.9,99.93,6.6334,27.05,28.44,6.972,42.67,10.5262,2.89
20160814,30.51,251.9,86.9,5.29,99.8,6.2045,27.32,28.54,6.9062,68.76,10.5706,2.8
20160815,29.92,256.0,86.4,5.86,99.7,3.7694,26.95,28.06,6.6038,92.66,10.5893,5.2
20160816,30.68,261.2,84.28,5.98,99.53,3.8868,26.65,28.3,6.2923,98.7,10.674,5.03
20160817,30.78,264.9,83.26,6.05,99.5,5.5027,26.47,28.16,6.4488,85.68,10.4023,0.35
20160818,31.46,262.5,81.63,4.99,99.69,6.0382,25.73,28.42,6.4918,64.76,10.2134,0.15
20160819,31.65,252.0,81.11,4.03,99.82,6.6775,26.12,28.84,6.8772,30.38,10.3538,0.14
20160820,31.19,254.2,80.3,3.56,99.91,6.4582,26.18,28.85,6.7817,37.72,10.3478,0.09
20160821,31.19,246.4,80.57,3.67,99.99,5.557,26.82,29.15,6.6245,81.49,10.4198,0.16
20160822,30.37,240.9,81.93,3.26,100.05,3.9353,27.83,28.95,6.4145,95.2,10.4856,0.62
20160823,30.69,240.2,82.12,4.0,100.04,5.1007,27.26,28.96,6.6312,66.42,10.423,2.6
20160824,31.11,251.1,80.87,3.33,99.93,6.0398,27.12,29.22,6.793,52.05,10.5341,1.07
20160825,30.86,269.9,79.92,1.39,99.96,5.7451,27.92,29.46,6.8786,54.09,10.5593,8.72
20160826,29.08,122.6,88.87,2.96,99.91,5.6086,27.51,28.11,6.8184,87.01,10.511,24.82
20160827,29.49,43.5,86.63,3.34,100.05,6.4402,27.04,28.29,7.0937,51.16,10.4489,5.18
20160828,29.86,56.2,86.76,3.88,100.09,5.4554,27.16,28.31,7.1952,58.76,10.6032,5.67
20160829,30.36,45.1,85.83,3.21,99.98,5.809,27.14,28.57,7.1794,44.07,10.531,1.74
20160830,29.75,56.8,82.99,1.02,99.91,6.4063,27.75,28.68,7.157,50.38,10.482,14.1
20160831,29.48,209.4,86.07,3.87,99.99,5.0462,27.43,28.2,6.953,94.12,10.5173,17.72
20160901,29.08,224.5,87.64,5.54,100.14,4.4947,26.83,27.91,6.7889,96.35,10.4741,6.26
20160902,29.21,239.7,88.87,5.74,100.09,5.5181,26.95,27.9,6.7625,84.12,10.446,6.73
20160903,28.71,248.9,88.79,5.86,100.05,2.0676,26.79,27.59,6.3331,99.6,10.589,17.75
20160904,29.47,255.0,85.82,5.02,100.2,3.0302,26.1,27.59,6.3871,99.76,10.4777,10.88
20160905,30.6,280.1,80.09,3.65,100.19,5.3426,26.35,28.24,6.4289,95.72,10.5552,10.24
20160906,31.57,282.1,78.97,4.71,100.17,5.6004,26.01,28.54,6.4166,63.46,10.4138,1.5
20160907,31.35,285.1,77.53,4.45,100.12,6.1531,25.79,28.46,6.3329,41.17,10.2914,0.68
20160908,31.47,280.6,76.5,3.56,100.13,6.007,26.55,28.95,6.5746,59.64,10.3284,0.36
20160909,31.23,244.5,81.31,4.27,100.1,3.9108,26.95,28.79,6.1992,91.25,10.6922,3.84
20160910,30.21,244.8,88.47,5.19,99.91,1.5221,27.09,28.34,6.1807,91.01,10.8132,7.8
20160911,28.74,293.9,87.4,2.83,99.82,5.725,26.87,28.01,6.4966,59.71,10.5602,13.21
20160912,29.16,54.8,86.64,1.24,99.87,5.453,27.23,28.09,6.5813,83.34,10.5221,8.87
20160913,28.92,150.3,85.55,1.6,99.97,5.6532,27.18,27.97,6.7258,80.19,10.4801,20.97
20160914,29.75,116.8,84.1,1.24,100.01,4.7498,26.99,28.13,6.6365,77.28,10.5425,6.85
20160915,29.27,197.5,84.32,2.81,100.0,5.1314,26.64,27.81,6.7238,53.85,10.4734,9.6
20160916,28.86,221.6,84.51,3.57,100.06,5.6954,26.36,27.68,6.7267,54.63,10.4765,1.9
20160917,29.11,224.2,84.69,4.55,100.09,3.75,27.06,28.02,6.6614,65.31,10.4614,7.3
20160918,29.05,244.7,87.47,5.15,100.14,5.5207,27.02,27.91,6.6679,60.01,10.4438,4.44
20160919,30.45,256.0,81.73,3.49,100.12,3.3346,26.93,28.44,6.6883,85.24,10.4573,3.85
20160920,29.35,325.9,83.81,1.93,99.99,5.0021,27.37,28.2,6.7435,67.49,10.4143,14.56
20160921,29.72,61.8,86.92,5.95,99.92,4.7894,27.19,28.25,6.6454,73.37,10.5098,10.77
20160922,28.32,123.8,86.51,3.01,100.0,5.2973,27.14,27.76,6.6199,70.76,10.5005,17.18
20160923,28.63,182.8,87.51,5.76,99.85,3.197,27.14,27.8,6.4243,88.13,10.566,9.56
20160924,29.27,195.8,85.79,5.79,99.78,3.9926,27.19,28.04,6.3737,70.08,10.5377,3.51
20160925,29.01,200.6,86.5,5.3,99.89,3.541,26.97,27.97,6.4111,75.89,10.5744,9.52
20160926,29.28,202.5,87.41,5.17,100.04,3.7903,27.07,28.15,6.2762,81.21,10.6685,7.08
20160927,29.05,206.0,88.07,3.63,100.11,3.2052,27.05,28.02,6.2518,77.34,10.7148,6.88
20160928,28.77,200.7,90.38,4.82,99.99,1.9692,27.08,27.95,6.1426,89.51,10.6418,9.44
20160929,29.68,223.7,87.5,3.81,99.97,1.895,26.96,28.1,6.035,97.83,10.6339,9.36
20160930,28.18,227.8,90.3,4.33,99.94,2.0326,26.92,27.5,6.0259,99.77,10.6085,16.49
20161001,29.12,208.3,86.03,3.55,100.1,3.9286,26.36,27.64,5.8577,86.9,10.5156,12.21
20161002,29.5,207.4,82.03,2.72,100.4,4.938,26.52,27.93,5.8769,56.18,10.3824,4.02
20161003,29.43,234.5,84.76,3.36,100.4,5.6292,26.33,27.77,5.8625,43.29,10.2379,0.98
20161004,30.52,246.4,82.29,4.12,100.32,5.839,26.42,28.43,6.0852,39.49,10.2482,1.96
20161005,30.52,254.6,80.78,3.16,100.19,5.0302,26.85,28.74,5.903,94.41,10.3661,1.16
20161006,28.7,282.3,87.59,1.93,100.12,5.2274,27.32,27.91,5.8286,78.35,10.3795,10.41
20161007,28.72,241.3,84.52,2.23,100.16,5.2135,26.88,27.84,5.7624,83.04,10.4366,13.56
20161008,29.28,239.8,86.41,6.23,100.17,2.8128,27.1,28.01,5.6273,93.14,10.4945,9.39
20161009,29.22,238.3,86.64,6.5,100.1,4.452,26.5,27.78,5.904,81.04,10.4602,7.48
20161010,30.45,271.3,84.09,3.85,100.03,3.7963,26.64,28.33,5.725,85.8,10.5283,10.07
20161011,32.01,339.9,73.52,2.11,100.12,5.2867,26.38,29.07,5.7866,86.65,10.2336,2.01
20161012,31.96,15.8,68.92,1.85,100.28,5.6518,26.64,29.25,5.8226,63.77,10.038,0.08
20161013,31.09,33.9,65.68,2.41,100.44,5.639,26.21,28.77,5.8111,62.25,9.8095,0.15
20161014,30.11,38.5,66.67,2.21,100.51,5.5812,25.65,28.06,5.7252,48.3,9.7675,0.0
20161015,30.19,24.4,64.55,3.4,100.58,5.7113,25.05,27.6,5.8757,28.4,9.7598,0.0
20161016,29.9,18.0,62.44,3.25,100.62,5.8301,24.5,27.3,5.8716,16.41,9.6024,0.0
20161017,29.6,29.7,63.87,2.42,100.51,5.6345,24.27,27.25,5.8097,24.46,9.6782,0.0
20161018,29.5,35.1,66.47,2.17,100.42,5.6611,24.85,27.58,5.7466,11.66,9.756,0.0
20161019,30.04,22.2,68.93,2.47,100.35,5.665,24.99,27.67,5.826,40.92,9.8352,0.02
20161020,30.11,26.6,65.14,2.91,100.28,5.3335,24.53,27.43,5.7919,70.23,9.7925,0.01
20161021,29.71,24.9,62.16,2.48,100.35,5.1821,24.24,27.34,5.5178,73.58,9.5806,0.04
20161022,30.22,15.9,58.93,1.85,100.52,4.837,25.1,27.84,5.6554,75.71,9.6005,0.0
20161023,30.11,2.2,60.2,2.6,100.55,5.041,25.03,27.46,5.5342,63.13,9.5381,0.0
20161024,30.74,337.7,57.93,2.82,100.47,3.6437,23.79,26.99,5.6947,95.07,9.5275,0.0
20161025,29.75,358.8,65.46,3.11,100.39,5.3057,23.44,26.61,5.507,61.03,9.5294,0.0
20161026,30.05,5.6,67.68,4.85,100.46,4.104,23.41,26.35,5.5337,97.54,9.5839,0.01
20161027,28.18,32.4,80.22,7.42,100.55,2.7497,24.06,26.27,4.9258,86.42,10.1484,7.72
20161028,28.64,83.3,85.13,4.7,100.61,3.5153,26.18,27.17,5.3518,74.91,10.3934,2.89
20161029,28.62,76.6,83.4,3.47,100.65,4.3406,25.68,26.92,5.2598,64.68,10.2696,1.12
20161030,28.24,65.5,86.15,4.42,100.74,3.7459,25.26,26.65,5.2709,65.88,10.2156,1.14
20161031,28.63,55.6,81.41,4.63,100.94,5.0513,25.62,26.89,5.2819,50.54,10.0202,0.67
20161101,28.6,38.4,78.37,4.3,100.86,5.1348,24.68,26.58,5.2608,29.29,9.857,0.09
20161102,28.55,44.8,85.55,5.26,100.79,5.2675,24.89,26.73,5.5404,44.08,9.9506,1.22
20161103,28.47,38.7,86.16,7.64,100.71,3.0434,25.23,26.64,5.3618,94.44,10.2326,5.49
20161104,26.87,28.1,90.84,7.91,100.38,1.6421,24.87,25.8,5.6494,99.8,10.2286,16.9
20161105,28.26,2.5,77.4,3.96,100.28,5.1662,24.08,26.38,5.4511,56.74,9.9324,0.42
20161106,29.45,327.4,70.83,2.06,100.53,5.0237,24.41,26.96,5.1504,26.33,9.6655,0.05
20161107,30.04,7.5,62.49,3.19,100.77,4.6337,24.02,26.54,4.8444,31.2,9.5772,0.24
20161108,28.67,29.5,58.66,3.45,100.87,4.9555,21.55,25.09,5.0592,29.66,9.0552,0.0
20161109,27.99,22.4,54.24,1.79,100.96,5.1408,21.98,25.31,5.1893,24.69,9.0696,0.0
20161110,27.16,196.7,54.03,1.18,100.9,4.8178,23.86,25.41,4.8566,21.59,9.1226,0.0
20161111,26.73,34.5,66.82,1.97,100.88,4.6253,21.67,24.47,4.735,23.48,9.2652,0.0
20161112,27.0,37.4,76.73,3.86,100.98,4.3692,21.69,24.37,4.5737,32.89,9.6257,0.0
20161113,27.51,40.1,78.6,4.58,101.06,4.7546,22.71,25.03,4.9476,33.4,9.8717,0.0
20161114,27.89,49.3,79.41,3.94,100.99,4.6483,23.12,25.5,4.8118,37.36,9.9132,0.0
20161115,28.03,63.5,84.77,3.63,100.93,4.2739,24.1,25.95,4.4138,40.43,10.0224,0.1
20161116,27.33,65.1,86.04,5.03,100.95,3.6161,24.87,25.94,4.1455,54.76,10.1719,0.16
20161117,27.07,48.8,81.15,5.0,101.0,4.7405,23.58,25.05,4.9406,28.07,9.4826,0.29
20161118,26.23,45.8,74.26,4.41,100.91,4.9709,22.31,24.07,5.1698,35.02,9.1085,0.0
20161119,25.84,42.8,72.71,3.97,100.82,4.7928,21.37,23.51,5.1425,43.98,9.0019,0.0
20161120,26.35,44.2,72.37,3.76,100.87,4.9757,20.57,23.46,5.1098,28.34,8.8411,0.0
20161121,26.38,48.1,75.07,2.86,100.88,4.8492,20.65,23.68,4.9654,26.44,8.8217,0.0
20161122,26.6,43.1,64.52,2.53,100.82,4.8269,21.2,24.12,4.9262,27.7,8.904,0.0
20161123,26.19,44.2,66.53,3.04,100.84,4.8262,20.82,23.54,4.8886,18.97,8.839,0.0
20161124,26.3,46.9,70.07,2.84,100.89,4.7777,20.43,23.5,4.8398,23.31,8.8939,0.0
20161125,26.27,42.5,68.45,2.78,100.85,4.9538,20.53,23.61,5.0287,15.72,8.833,0.0
20161126,26.76,36.8,62.16,1.77,100.83,5.0261,20.79,23.96,5.1014,14.09,8.7485,0.0
20161127,28.3,25.8,62.22,2.44,100.78,5.1595,20.7,24.54,5.2308,18.61,8.7974,0.0
20161128,27.65,34.3,65.38,2.57,100.83,4.9402,21.61,24.57,5.0426,22.43,8.8644,0.0
20161129,26.82,54.3,67.67,2.81,100.95,4.709,21.43,24.04,4.9166,56.53,9.1219,0.0
20161130,26.8,46.5,75.58,4.2,101.04,3.7166,21.09,23.84,4.2701,62.38,9.253,0.0
20161201,26.91,46.2,82.64,6.29,100.96,4.518,21.37,24.08,4.6978,63.29,9.66,0.13
20161202,26.06,27.5,86.42,5.8,101.0,3.0166,22.58,24.03,4.7705,77.64,10.1683,2.16
20161203,27.89,50.8,83.49,4.17,101.13,4.8444,23.09,25.29,5.0496,20.51,9.7788,0.44
20161204,27.53,51.5,81.85,5.8,101.17,4.5161,23.69,25.29,4.7021,29.82,9.6698,0.36
20161205,26.79,47.4,76.46,5.06,101.08,4.3596,22.24,24.25,4.5972,21.49,9.1834,0.0
20161206,26.32,43.8,72.85,5.58,101.06,4.867,21.07,23.48,4.9678,20.7,8.8678,0.0
20161207,27.23,42.4,69.51,4.45,101.01,5.0986,20.56,23.59,5.191,19.92,8.9064,0.0
20161208,27.13,47.6,69.44,3.61,100.88,4.8938,20.68,23.81,5.0885,50.09,8.8841,0.0
20161209,26.75,43.6,67.81,3.57,100.73,4.687,20.76,23.68,4.9901,71.69,8.9676,0.0
20161210,27.05,33.7,67.52,5.63,100.62,4.5442,20.39,23.77,4.8749,77.98,9.0924,0.01
20161211,23.56,31.7,75.17,8.29,100.54,2.8111,22.38,23.02,4.6949,99.31,9.7277,0.03
20161212,26.63,44.8,76.08,7.87,100.61,3.4382,22.49,24.4,4.59,97.1,9.9214,0.85
20161213,27.53,52.6,76.0,5.87,100.76,4.0145,22.75,24.86,4.6901,44.39,9.8321,0.52
20161214,27.83,56.5,74.43,5.22,100.92,3.979,22.81,25.03,4.3714,34.46,9.6972,0.16
20161215,27.22,54.7,75.15,4.56,101.01,4.3663,22.06,24.28,4.6378,31.78,9.5311,0.0
20161216,26.75,53.4,65.08,4.12,101.13,4.8074,21.2,23.63,4.8866,13.53,9.0031,0.0
20161217,27.02,63.4,63.87,3.08,101.11,4.7419,20.65,23.46,4.8178,15.56,8.873,0.0
20161218,26.5,52.1,61.25,3.38,101.11,4.6474,20.71,23.26,4.7383,21.44,8.8375,0.0
20161219,26.89,47.2,63.77,4.1,101.11,4.7525,19.38,22.82,4.8722,25.75,8.6825,0.0
20161220,26.72,59.5,64.54,2.83,101.06,4.6874,19.91,23.16,4.8067,18.78,8.7962,0.0
20161221,27.14,75.0,61.84,1.78,101.06,4.6483,20.21,23.54,4.7609,19.93,8.8049,0.0
20161222,26.99,67.8,56.77,2.38,100.98,4.9154,20.73,23.38,4.9728,13.67,8.5644,0.0
20161223,26.04,96.1,62.67,2.12,100.87,4.5866,19.81,22.85,4.7815,31.6,8.8646,0.0
20161224,26.44,135.5,68.47,1.64,100.79,4.3932,21.6,23.56,4.5871,34.64,9.0168,0.0
20161225,26.31,96.8,69.07,1.76,100.9,4.331,21.77,23.65,4.6049,35.09,9.0943,0.0
20161226,28.3,65.9,66.78,2.45,100.91,4.5982,20.69,24.17,4.685,20.8,8.9539,0.0
20161227,27.43,50.0,67.16,4.64,100.99,4.2055,20.46,23.67,4.3339,33.95,9.0706,0.0
20161228,26.47,57.2,75.56,4.28,101.06,3.2542,20.61,23.33,3.6005,46.48,9.4966,0.0
20161229,26.59,71.9,79.18,3.59,101.1,3.4018,21.4,23.68,3.649,32.82,9.3965,0.02
20161230,26.76,79.6,78.99,3.39,101.13,3.4927,21.66,23.94,3.8969,42.05,9.4121,0.0
20161231,26.96,80.1,75.02,3.48,101.07,4.2943,21.49,23.95,4.4758,30.65,9.114,0.0
20170101,27.05,69.7,73.42,3.24,101.08,4.9109,20.82,23.76,5.0602,22.88,8.9914,0.0
20170102,26.77,74.0,75.69,3.31,101.12,4.7198,20.72,23.67,4.8096,19.58,9.0233,0.0
20170103,27.43,72.9,72.83,3.12,101.06,3.9708,20.7,24.02,4.0565,32.1,9.2033,0.03
20170104,27.03,61.6,75.27,3.8,101.0,3.2297,21.16,23.95,3.5935,69.73,9.763,0.15
20170105,27.48,68.1,75.48,3.81,100.96,4.1935,21.35,23.99,4.4222,40.1,9.354,0.18
20170106,27.61,65.8,68.08,3.71,100.93,4.9548,20.55,23.74,5.0798,23.44,8.9066,0.01
20170107,26.89,86.5,67.29,2.59,100.81,5.0194,20.22,23.4,5.1017,21.93,8.79,0.0
20170108,26.76,86.5,69.3,3.17,100.75,4.8542,21.16,23.66,4.9522,24.78,8.8469,0.0
20170109,27.1,84.2,66.25,2.87,100.79,4.9817,20.5,23.63,5.1161,26.34,8.8274,0.0
20170110,27.07,144.3,66.17,1.82,100.81,4.6546,21.97,24.06,4.7503,19.4,8.9518,0.0
20170111,27.09,111.1,68.04,2.18,100.87,3.9797,22.07,24.14,4.3277,45.71,9.3516,0.0
20170112,26.47,70.4,70.98,2.83,100.86,4.0543,20.59,23.47,4.2127,43.31,9.245,0.02
20170113,26.34,64.1,77.97,4.03,100.94,4.0061,20.04,22.94,4.2091,49.13,9.3132,0.01
20170114,26.36,71.0,77.92,4.15,101.08,4.0627,20.3,23.1,4.206,43.06,9.2069,0.01
20170115,26.82,72.3,71.78,3.45,101.2,4.5931,19.95,23.14,4.7393,31.23,8.988,0.0
20170116,27.32,77.0,64.66,2.65,101.12,4.7873,19.53,23.23,4.9306,34.27,8.843,0.0
20170117,27.39,73.1,61.22,2.87,101.1,4.9418,20.03,23.29,5.0678,27.83,8.6189,0.0
20170118,27.43,62.1,72.66,4.12,101.26,4.812,19.47,23.22,4.9387,28.92,8.8793,0.0
20170119,27.4,53.7,73.0,5.65,101.27,4.9022,20.0,23.23,5.0575,28.7,8.8502,0.05
20170120,28.4,50.1,65.37,6.15,101.25,5.1943,19.68,23.63,5.2858,23.34,8.6861,0.0
20170121,28.58,53.9,67.88,5.61,101.29,4.0922,20.56,24.2,5.0866,55.53,9.2844,0.0
20170122,28.43,53.6,68.28,5.1,101.34,4.6502,21.58,24.59,5.0556,41.86,9.3012,0.0
20170123,29.05,57.8,63.68,4.82,101.28,4.6459,21.97,24.82,5.1293,52.88,9.1236,0.0
20170124,28.29,60.3,65.78,4.43,101.27,5.0321,20.62,24.04,5.2147,29.31,8.8795,0.0
20170125,27.79,57.3,73.57,5.17,101.32,5.0158,20.12,23.64,5.1473,25.06,8.8322,0.0
20170126,27.54,59.9,74.45,4.44,101.24,4.7878,20.03,23.45,5.1653,64.14,9.1723,1.39
20170127,28.43,73.1,70.43,3.26,101.13,4.0944,20.79,24.34,5.3062,77.05,9.4944,0.03
20170128,29.64,85.7,66.19,2.59,101.04,5.2135,22.18,25.27,5.3383,18.79,9.1385,0.0
20170129,28.46,69.4,73.47,3.48,101.14,4.5286,21.67,24.65,4.6361,22.9,9.1901,0.01
20170130,27.73,84.0,76.07,3.03,101.07,4.6102,20.63,24.01,4.9186,32.3,9.2376,0.12
20170131,28.63,168.0,76.39,2.21,100.97,4.8168,22.42,24.85,5.201,34.62,9.306,0.11
20170201,28.18,164.1,76.77,2.58,101.08,4.5012,22.79,24.93,5.1146,21.71,9.3247,0.0
20170202,27.88,101.7,72.71,3.0,101.26,4.9514,22.32,24.59,5.1449,9.78,9.1128,0.0
20170203,27.73,117.1,70.33,2.22,101.18,5.0714,21.71,24.28,5.136,7.99,8.9777,0.0
20170204,27.7,117.4,69.71,2.31,101.06,4.8377,21.1,24.16,4.9802,11.92,9.0161,0.0
20170205,27.69,172.0,72.36,2.09,101.0,4.9846,22.32,24.32,5.0335,3.74,8.9616,0.0
20170206,30.4,210.5,70.01,3.4,100.87,5.3976,21.3,25.16,5.4394,2.62,8.893,0.0
20170207,30.38,205.7,65.12,2.8,100.85,5.2298,22.38,25.63,5.3398,10.96,8.9638,0.0
20170208,29.97,171.1,66.64,2.32,100.95,5.322,22.17,25.47,5.3911,7.06,8.845,0.0
20170209,29.44,188.9,69.32,2.55,100.91,5.2171,21.63,25.13,5.5166,13.83,9.0845,0.0
20170210,29.06,188.1,74.62,2.98,100.86,5.3506,22.37,25.12,5.4516,7.98,9.0115,0.0
20170211,28.52,151.3,73.07,2.45,101.03,5.3093,22.49,24.91,5.52,11.61,8.9808,0.01
20170212,28.13,91.2,70.36,3.3,101.26,5.7437,22.31,24.72,5.8901,10.15,8.8344,0.02
20170213,28.54,80.8,71.79,3.56,101.39,5.7845,21.45,24.73,5.8826,8.52,8.892,0.0
20170214,29.17,79.8,72.1,3.45,101.47,5.5514,22.14,25.18,5.6395,6.35,9.0576,0.0
20170215,28.88,83.4,64.63,3.22,101.48,5.6798,21.71,25.08,5.7518,4.38,8.8109,0.0
20170216,29.49,161.5,59.45,2.75,101.28,5.6069,21.72,25.18,5.6712,5.3,8.7866,0.0
20170217,29.59,184.0,65.18,2.58,101.13,5.6978,22.24,25.35,5.7523,4.96,8.9117,0.0
20170218,29.23,180.2,67.96,2.82,101.18,5.5538,22.47,25.36,5.5913,2.38,8.9935,0.0
20170219,31.2,201.5,70.36,3.64,100.95,5.7264,22.21,26.13,5.7972,5.8,9.1301,0.12
20170220,31.73,205.7,71.16,3.89,100.63,5.5718,22.72,26.55,5.7298,13.93,9.2755,0.0
20170221,30.65,203.2,78.0,4.47,100.6,5.9234,23.08,26.3,6.125,16.01,9.2734,0.01
20170222,30.85,202.9,76.79,4.88,100.67,5.6618,23.4,26.67,5.9866,22.98,9.4831,0.02
20170223,32.65,204.2,74.11,4.69,100.79,5.891,23.72,27.21,6.0842,16.86,9.4272,0.0
20170224,30.86,170.2,78.92,2.93,100.94,5.227,23.92,26.54,5.833,32.17,9.6862,0.05
20170225,30.02,156.4,75.51,2.52,100.97,5.1838,24.42,26.45,5.6897,17.4,9.653,1.17
20170226,29.97,161.8,73.27,2.74,100.79,5.7046,23.2,26.21,6.0151,17.38,9.3794,0.2
20170227,30.48,190.1,74.33,3.21,100.91,5.9167,23.09,26.13,6.1982,35.71,9.2047,0.16
20170228,30.62,151.5,67.63,2.4,100.93,5.9863,23.28,26.35,6.085,11.13,9.049,0.0
20170301,30.26,159.3,63.12,2.45,100.91,6.2138,23.07,26.34,6.2482,8.57,8.9095,0.0
20170302,30.86,191.7,59.65,2.78,100.79,6.0802,22.39,26.38,6.469,33.41,8.8786,0.0
20170303,31.23,194.5,61.18,2.81,100.58,6.6691,22.96,26.42,6.7346,21.12,8.6443,0.0
20170304,31.43,210.7,69.2,4.46,100.5,6.4243,22.07,26.72,6.4685,23.6,9.0778,0.0
20170305,31.59,211.5,76.1,5.16,100.46,6.2772,24.89,27.79,6.371,18.47,9.6307,0.26
20170306,31.82,209.3,76.82,5.22,100.44,5.9038,25.25,27.98,6.0691,15.88,9.762,0.6
20170307,31.24,204.4,77.48,4.78,100.47,6.115,25.02,27.75,6.1836,14.93,9.7277,1.58
20170308,30.61,199.4,79.14,5.47,100.44,6.1704,25.72,27.65,6.3319,13.4,9.7608,2.88
20170309,30.92,206.0,77.83,5.59,100.36,5.9618,25.62,27.85,6.2395,34.09,9.9569,3.07
20170310,30.69,208.7,78.32,6.34,100.38,5.2286,25.53,27.68,6.1584,55.09,9.9946,4.49
20170311,30.31,207.4,82.27,6.1,100.44,5.7581,26.11,27.76,6.2719,51.67,10.0716,8.32
20170312,32.39,220.8,72.33,5.19,100.54,6.6358,25.0,28.28,6.7423,14.99,9.6074,1.01
20170313,32.14,147.5,61.06,2.92,100.74,6.2628,23.66,27.63,6.4022,6.57,9.5712,0.04
20170314,30.2,81.0,75.46,3.75,100.87,5.7782,24.85,27.12,6.0588,28.38,9.7476,0.22
20170315,30.1,115.2,73.32,2.81,100.87,5.8594,24.93,27.06,6.2398,17.06,9.8129,0.28
20170316,31.24,197.0,71.44,3.58,100.74,6.0437,25.05,27.62,6.2383,25.54,9.7795,0.19
20170317,32.49,209.5,70.14,5.15,100.56,5.8025,25.19,28.3,5.9467,19.09,9.8352,0.38
20170318,33.03,214.7,70.73,5.96,100.6,5.9083,25.48,28.68,6.167,13.77,9.8374,0.51
20170319,31.85,215.8,74.52,6.19,100.68,5.9402,25.05,28.12,6.3238,25.3,9.8203,3.15
20170320,32.01,217.0,73.11,5.26,100.65,6.1486,25.12,28.28,6.3722,16.22,9.8702,3.05
20170321,30.66,127.5,73.94,2.21,100.86,5.9971,25.0,27.58,6.5042,16.14,9.8686,1.75
20170322,31.95,182.9,71.17,2.68,100.82,6.767,25.41,27.93,6.8333,4.89,9.5398,0.08
20170323,33.39,212.9,70.95,4.86,100.66,6.7272,24.73,28.47,6.7764,3.83,9.4399,0.0
20170324,34.23,210.9,66.1,5.03,100.62,6.605,25.2,28.8,6.6893,8.46,9.5232,0.0
20170325,33.07,212.3,68.86,5.6,100.65,6.2875,25.28,28.59,6.3091,5.57,9.5906,0.0
20170326,32.95,206.1,72.27,5.58,100.71,6.2486,25.72,28.55,6.3571,10.6,9.69,0.0
20170327,32.31,208.5,71.33,5.39,100.76,6.4632,25.5,28.47,6.6758,15.02,9.7493,0.02
20170328,33.25,213.5,69.86,6.21,100.71,6.221,25.67,28.95,6.5453,19.13,9.8203,0.01
20170329,33.6,216.1,68.54,6.72,100.59,6.4452,25.61,29.07,6.6578,12.36,9.7596,0.0
20170330,33.52,214.8,71.41,6.42,100.64,6.5772,26.03,29.18,6.6756,18.2,9.9091,0.01
20170331,33.59,213.8,73.34,6.88,100.67,6.3106,26.33,29.3,6.5395,15.3,9.9655,0.04
20170401,33.76,216.9,72.33,6.87,100.54,6.2398,26.36,29.34,6.5395,19.96,9.9319,0.07
20170402,33.18,214.3,72.82,7.3,100.43,6.0698,26.55,29.16,6.2155,19.68,9.8866,0.13
20170403,32.11,211.2,75.07,6.37,100.56,5.9189,26.38,28.79,6.2676,24.18,9.8801,0.84
20170404,32.99,213.1,74.55,6.78,100.6,6.5162,26.22,28.97,6.6336,8.41,9.7745,0.42
20170405,33.4,216.2,73.31,6.35,100.46,6.035,26.28,29.53,6.4673,37.86,10.0212,0.89
20170406,32.78,211.0,74.27,6.11,100.37,5.5066,27.42,29.7,6.1097,39.45,10.207,0.58
20170407,34.5,215.9,73.42,6.03,100.38,5.5973,27.45,30.03,6.0326,24.0,10.1964,0.07
20170408,34.02,207.4,73.32,5.45,100.39,6.0012,27.2,30.14,6.1094,11.1,10.1222,0.04
20170409,34.34,212.1,71.46,5.75,100.4,6.1421,27.62,30.19,6.2861,15.98,10.127,0.04
