DATE,T2M_MAX,WD10M,RH2M,WS10M,PS,ALLSKY_SFC_SW_DWN,T2M_MIN,T2M,CLRSKY_SFC_SW_DWN,CLOUD_AMT,ALLSKY_SFC_LW_DWN,PRECTOTCORR
20130829,31.36,254.4,75.96,3.95,100.26,6.072,26.19,28.47,6.8206,67.67,10.3272,8.88
20130830,32.22,237.9,75.44,4.36,100.23,6.8141,26.1,29.11,6.8983,20.64,10.2031,0.32
20130831,31.76,236.4,77.75,4.39,100.18,6.0696,26.96,29.27,6.8081,44.13,10.445,0.58
20130901,30.5,235.5,81.91,3.84,100.19,6.3062,27.07,28.75,6.6821,50.54,10.3526,16.11
20130902,29.09,238.8,87.52,4.62,100.29,4.7671,27.16,28.03,6.2057,89.14,10.4822,16.09
20130903,29.91,233.1,85.54,4.55,100.29,1.6142,26.77,27.92,6.3746,99.79,10.4652,3.02
20130904,31.06,239.9,81.93,4.39,100.25,6.258,26.76,28.46,6.6233,46.3,10.2838,2.09
20130905,30.98,255.2,78.57,3.69,100.15,6.0581,26.68,28.79,6.5006,50.94,10.3601,1.62
20130906,31.09,273.5,75.23,2.15,100.17,4.7736,26.84,29.1,6.2378,72.33,10.4342,1.55
20130907,29.99,133.9,78.68,1.76,100.17,5.2414,26.78,28.42,6.2945,89.19,10.4746,5.6
20130908,28.42,87.9,86.58,3.54,100.22,5.3278,26.21,27.22,6.8215,68.34,10.3567,6.09
20130909,29.06,120.0,84.24,2.49,100.28,5.7751,26.35,27.61,6.9118,60.29,10.3776,2.51
20130910,29.54,115.9,82.94,2.88,100.2,6.0504,26.71,27.91,7.0265,50.8,10.2547,3.67
20130911,30.37,94.2,79.11,3.24,100.18,5.8908,27.06,28.37,7.0937,48.78,10.2487,3.37
20130912,30.11,69.7,82.85,4.15,100.28,5.6998,26.63,28.15,7.0366,50.97,10.3104,1.32
20130913,29.51,85.3,83.8,2.99,100.33,5.9676,27.05,28.14,6.8897,48.04,10.2427,1.22
20130914,30.43,193.4,78.39,2.01,100.17,6.3096,27.43,28.66,6.8959,58.61,10.1938,0.2
20130915,30.45,232.3,81.13,4.74,99.92,5.885,27.52,28.93,6.7138,76.18,10.3457,1.23
20130916,30.7,237.3,81.28,3.95,99.87,5.5006,27.28,28.88,6.5338,86.32,10.4201,1.4
20130917,29.92,228.3,84.13,4.83,99.88,2.9158,26.93,28.05,6.4387,98.3,10.422,5.96
20130918,28.85,223.0,86.71,3.8,99.9,2.8289,26.53,27.57,6.4246,99.53,10.3735,4.22
20130919,29.75,236.6,84.86,5.08,99.72,3.4512,26.62,28.07,6.4226,99.04,10.4321,14.25
20130920,28.63,206.9,88.47,5.49,99.59,1.7126,27.13,27.78,6.1183,98.95,10.5562,20.3
20130921,28.68,229.9,86.76,5.49,99.66,2.7367,26.92,27.53,6.0238,99.4,10.6085,7.85
20130922,30.83,238.6,80.59,4.88,99.84,3.7284,26.44,28.4,5.9974,88.72,10.4846,12.2
20130923,31.58,249.2,76.71,4.04,99.94,6.1558,26.23,28.8,6.3014,23.8,10.2194,0.31
20130924,30.6,243.6,75.37,3.89,100.12,6.1291,26.22,28.41,6.2592,14.82,10.0846,0.18
20130925,31.09,226.9,77.66,4.42,100.32,6.3398,26.47,28.62,6.4267,27.88,10.1177,0.12
20130926,31.27,237.8,77.74,4.36,100.41,6.0991,26.6,28.92,6.5006,48.13,10.3961,1.5
20130927,31.91,262.2,75.81,3.07,100.36,4.7513,27.45,29.59,6.2306,77.27,10.3942,2.84
20130928,29.87,260.3,81.89,2.64,100.21,4.0457,27.43,28.59,6.0209,95.17,10.482,31.32
20130929,29.12,263.7,87.45,3.89,99.92,4.3123,27.09,27.95,5.8778,96.6,10.4393,16.33
20130930,29.04,262.4,84.26,4.42,99.84,1.6747,26.74,27.77,5.5382,99.8,10.4858,6.41
20131001,30.38,229.9,81.96,4.1,99.96,2.994,26.47,28.36,5.8637,98.84,10.4525,4.45
20131002,28.67,220.8,89.22,4.07,100.22,5.4058,26.87,27.64,6.0382,71.31,10.3798,11.7
20131003,28.48,193.5,85.01,3.99,100.35,2.4667,26.29,27.31,6.2645,98.32,10.5715,19.79
20131004,28.13,228.2,86.96,4.95,100.38,4.4117,25.9,27.06,6.1255,77.78,10.4009,11.25
20131005,29.42,234.2,84.34,4.92,100.36,5.8584,26.07,27.62,6.1661,34.52,10.2636,0.37
20131006,29.64,224.6,81.68,4.62,100.37,5.7638,25.72,27.74,6.1442,49.43,10.2094,0.22
20131007,29.57,210.4,84.4,4.15,100.44,4.9874,26.67,28.02,6.1598,63.23,10.3975,3.35
20131008,28.9,202.2,86.68,3.47,100.43,4.3042,26.94,27.72,6.0511,95.14,10.4261,4.39
20131009,28.91,119.8,85.4,2.38,100.4,5.0717,26.32,27.36,5.9916,85.08,10.3183,11.02
20131010,27.9,73.4,87.23,3.26,100.47,5.4991,25.91,26.86,6.0684,77.61,10.2283,10.27
20131011,30.5,5.5,80.67,4.19,100.27,3.4606,25.77,27.83,5.9868,97.11,10.1858,4.89
20131012,29.58,302.4,82.47,8.11,99.44,1.1671,25.75,27.45,5.999,99.16,10.405,9.65
20131013,30.43,241.1,83.22,7.86,99.67,5.3544,26.32,28.15,5.8442,78.35,10.3013,2.03
20131014,30.39,229.1,85.57,4.41,100.18,5.5814,26.95,28.51,5.8625,49.13,10.3963,0.6
20131015,30.11,57.4,82.51,2.41,100.4,4.6092,26.77,28.23,5.7869,66.69,10.3546,0.22
20131016,30.03,70.3,82.66,2.91,100.44,5.723,26.36,27.98,5.8171,19.49,10.045,0.02
20131017,29.75,98.2,80.42,2.42,100.54,5.6551,26.41,27.89,5.7269,11.25,9.9048,0.0
20131018,29.58,92.1,78.95,2.43,100.62,5.6659,26.43,27.78,5.8814,23.86,9.9922,0.06
20131019,29.4,85.4,79.79,2.84,100.63,5.5987,26.25,27.45,5.8994,26.57,9.93,0.83
20131020,28.0,56.3,86.28,3.67,100.57,3.0139,25.7,26.69,5.9292,70.81,10.1952,8.82
20131021,27.84,55.5,88.37,5.96,100.34,3.4913,25.69,26.7,5.9722,89.34,10.2521,29.81
20131022,27.6,72.5,89.79,7.94,100.3,1.8067,25.81,26.82,5.927,94.86,10.3519,77.15
20131023,27.6,101.0,90.49,6.38,100.4,1.5497,25.87,26.89,5.887,99.81,10.4059,118.74
20131024,27.37,112.9,90.9,5.67,100.4,0.8549,25.77,26.45,5.735,99.77,10.3978,85.57
20131025,27.35,141.6,89.77,6.07,100.34,0.7018,26.08,26.71,5.5764,98.7,10.3872,48.77
20131026,27.89,154.9,89.01,4.36,100.39,1.631,26.47,27.05,5.7034,99.61,10.3303,26.74
20131027,27.4,181.7,91.89,8.3,100.21,0.6499,26.0,26.78,5.3134,99.45,10.3673,49.94
20131028,27.89,60.2,89.68,4.28,100.34,4.7868,25.96,26.74,5.562,87.66,10.2686,5.58
20131029,28.82,41.2,81.51,4.39,100.72,5.4566,25.07,26.82,5.8327,44.5,9.8333,0.14
20131030,28.16,40.4,78.25,4.87,100.86,5.6722,23.99,26.06,5.8195,29.63,9.852,0.0
20131031,27.59,38.6,81.51,5.77,100.9,3.4123,23.94,25.73,5.5438,65.8,10.2821,0.2
20131101,27.78,47.2,84.71,5.08,100.88,4.326,24.59,26.11,5.4276,70.49,10.291,0.86
20131102,28.09,49.7,82.58,4.58,100.88,5.2913,24.35,26.22,5.3762,22.64,9.8957,0.03
20131103,28.14,56.5,80.24,4.21,100.96,5.268,24.37,26.18,5.3695,16.67,9.5873,0.0
20131104,27.37,46.7,76.12,4.73,101.14,5.485,23.62,25.25,5.5922,14.82,9.2861,0.0
20131105,27.21,49.8,75.33,4.72,101.14,5.3287,22.41,24.85,5.4019,22.83,9.2887,0.0
20131106,27.54,50.1,76.15,4.27,101.1,4.4638,23.14,25.35,4.8103,47.69,9.6031,0.01
20131107,27.59,63.1,72.4,3.46,100.98,4.291,24.14,25.73,4.469,30.11,9.5916,0.0
20131108,27.9,56.6,77.7,3.04,100.86,4.1736,23.38,25.63,4.4952,27.68,9.6806,0.0
20131109,27.71,51.1,82.14,3.47,100.82,4.5854,23.4,25.45,4.7088,24.48,9.546,0.0
20131110,27.53,39.7,78.05,4.43,100.79,5.1233,22.91,25.09,5.1996,16.23,9.3384,0.0
20131111,27.11,36.7,74.22,4.57,100.7,5.2987,22.32,24.62,5.4242,22.61,9.0283,0.0
20131112,26.69,35.5,73.02,4.53,100.74,4.9471,21.82,24.21,5.4919,78.43,9.0029,0.0
20131113,26.26,38.1,74.35,4.59,100.76,5.3158,21.8,24.02,5.4134,51.85,9.0602,0.0
20131114,26.4,39.6,73.33,4.11,100.82,5.077,21.4,23.9,5.1922,32.71,9.0343,0.0
20131115,25.73,35.8,74.54,5.0,100.9,4.4275,20.92,23.47,4.9855,54.91,9.5045,0.01
20131116,25.71,40.3,82.02,5.8,100.95,4.021,22.87,24.12,4.8442,75.68,9.8352,0.6
20131117,26.78,41.6,79.63,5.56,100.91,4.8682,23.34,24.88,5.1682,49.73,9.7495,0.12
20131118,26.96,43.1,82.11,5.42,100.93,4.9783,22.98,24.87,5.1914,24.96,9.467,0.0
20131119,26.24,39.7,84.2,6.55,100.88,4.3294,22.95,24.65,5.0602,60.51,9.8198,1.11
20131120,26.69,60.9,88.2,6.9,100.69,2.1331,24.12,25.28,5.0172,99.84,10.1422,4.82
20131121,26.74,60.6,89.43,7.65,100.42,1.4582,24.9,25.59,4.8293,99.84,10.2425,24.42
20131122,26.75,106.3,89.25,6.78,100.56,1.1453,25.32,25.94,4.9968,99.73,10.1508,70.21
20131123,27.25,71.8,85.38,5.01,100.78,3.9811,24.61,25.76,5.1346,81.36,10.1074,16.4
20131124,27.29,49.5,80.83,3.23,100.87,5.1391,23.58,25.4,5.2214,37.76,9.6636,0.19
20131125,27.83,49.8,79.81,2.21,100.71,4.8475,23.58,25.57,4.9318,45.11,9.6492,0.07
20131126,27.01,33.9,74.55,3.69,100.61,4.6094,22.54,24.71,4.6697,32.95,9.173,0.0
20131127,26.07,31.4,76.57,6.33,100.67,3.7764,20.97,23.59,4.543,87.25,9.2702,0.0
20131128,26.78,54.9,88.94,7.58,100.72,2.6926,22.79,24.84,4.6133,92.46,10.0306,3.37
20131129,27.52,101.5,87.27,3.19,100.93,4.4398,24.77,26.07,4.9814,55.87,10.0051,1.11
20131130,27.68,74.5,88.11,2.59,100.93,4.4155,24.24,25.74,4.9822,51.16,9.8402,0.29
20131201,26.74,85.8,88.72,2.73,100.98,3.3617,24.55,25.42,4.35,62.46,10.0603,1.57
20131202,26.59,58.2,84.23,5.12,101.03,3.6924,23.55,24.96,3.9646,66.26,9.7738,1.27
20131203,26.21,48.9,79.98,4.94,100.95,4.4491,22.06,24.09,4.631,30.15,9.3552,0.01
20131204,25.55,41.3,77.42,5.66,100.94,4.5072,21.9,23.55,4.6344,32.84,9.0506,0.0
20131205,25.28,39.0,72.82,6.03,100.88,4.698,20.69,22.88,4.7676,18.76,8.8226,0.0
20131206,24.99,36.5,75.38,5.86,100.77,4.2516,20.4,22.52,4.8605,82.45,9.0833,0.0
20131207,24.98,37.6,78.34,6.53,100.78,3.2844,20.58,22.59,4.6459,86.41,9.5573,0.05
20131208,25.24,37.2,80.54,7.2,100.7,3.0991,20.79,22.77,4.5643,96.71,9.6269,0.1
20131209,24.84,31.0,79.34,9.07,100.47,1.8984,20.39,22.55,4.3471,98.77,9.6389,0.05
20131210,25.83,27.0,84.98,9.86,100.35,3.0043,20.91,23.4,4.235,98.4,9.8654,0.43
20131211,26.23,38.1,87.69,8.68,100.55,2.9254,22.97,24.37,4.5902,88.82,10.0925,0.5
20131212,26.0,43.7,81.92,6.49,100.69,3.4596,22.29,24.0,4.691,60.49,9.9626,0.25
20131213,26.78,39.2,67.71,4.65,100.81,4.1604,20.94,23.52,4.4683,28.93,9.1277,0.0
20131214,26.79,6.4,58.22,2.0,100.82,5.0938,20.57,23.62,5.1473,17.65,8.5474,0.0
20131215,25.96,40.9,64.4,3.17,100.88,4.8703,20.34,23.01,4.9351,17.34,8.5817,0.0
20131216,25.0,49.8,75.87,4.19,101.03,4.6406,19.78,22.32,4.7254,21.96,8.7055,0.0
20131217,24.82,61.3,71.49,2.48,100.97,4.9147,19.22,22.39,4.9582,16.85,8.6659,0.0
20131218,25.49,121.3,66.0,1.27,100.87,4.5475,21.03,23.29,4.7189,25.1,8.9107,0.0
20131219,25.65,152.6,69.04,1.54,100.89,3.6655,22.89,23.99,4.5979,40.58,9.2616,0.0
20131220,25.66,141.6,68.74,1.88,101.01,4.2718,23.15,24.1,4.5593,25.67,9.0228,0.0
20131221,25.44,87.1,72.97,3.24,101.12,4.4621,22.38,23.73,4.7011,25.55,9.0677,0.02
20131222,25.45,64.2,78.02,4.71,101.22,4.0217,21.5,23.34,4.9646,49.11,9.4505,0.01
20131223,25.56,57.9,75.78,4.22,101.3,4.5425,20.9,23.1,4.9584,29.08,9.0521,0.0
20131224,25.18,51.6,74.33,4.26,101.36,4.6339,20.47,22.89,4.7162,16.48,8.796,0.0
20131225,25.42,45.4,70.1,2.65,101.37,4.2751,20.52,22.92,4.3248,15.63,8.7545,0.0
20131226,25.04,42.1,75.31,3.1,101.25,3.7493,20.05,22.59,4.1407,44.03,9.2268,0.0
20131227,25.01,50.9,76.59,3.07,101.17,3.9874,19.88,22.49,4.596,38.6,9.1445,0.0
20131228,24.88,56.8,70.42,2.79,101.16,4.5684,20.11,22.6,4.7623,26.71,8.8618,0.0
20131229,25.18,74.6,67.91,2.52,101.12,4.7914,20.6,22.85,4.9262,17.65,8.7898,0.0
20131230,25.19,60.9,70.74,3.69,101.21,4.6042,20.66,22.92,4.765,20.34,8.9227,0.0
20131231,26.1,59.9,71.36,4.74,101.25,4.2646,21.45,23.35,4.6742,37.68,9.1999,0.0
20140101,25.49,50.4,72.92,4.19,101.2,4.6514,20.88,22.94,4.9478,26.23,8.9851,0.0
20140102,25.32,41.5,78.76,4.32,101.22,4.4321,19.7,22.52,4.5818,20.91,8.9563,0.0
20140103,25.38,47.3,77.12,4.08,101.21,4.2816,20.28,22.8,4.3685,20.13,8.9558,0.0
20140104,25.7,51.7,78.97,4.0,101.1,3.9958,20.24,22.83,4.2182,51.98,9.2719,0.0
20140105,26.31,60.3,74.68,2.45,100.9,4.5158,20.63,23.45,4.6754,22.89,8.993,0.0
20140106,26.77,90.7,72.59,1.87,100.92,4.6577,21.43,23.95,4.7525,15.5,8.9256,0.0
20140107,26.26,58.5,78.13,3.22,101.04,4.2466,21.11,23.73,4.4071,25.08,9.1606,0.0
20140108,25.9,64.6,82.51,4.31,101.18,3.8035,21.46,23.5,4.0332,34.42,9.3691,0.01
20140109,25.29,72.1,84.09,3.34,101.1,3.9286,21.7,23.31,4.3841,40.79,9.3967,0.03
20140110,26.05,76.9,80.51,3.04,101.08,4.4618,21.65,23.62,4.7028,28.81,9.0938,0.0
20140111,25.74,117.1,72.2,2.11,101.13,4.8197,21.93,23.55,4.9908,17.15,8.8994,0.0
20140112,26.27,89.9,71.39,1.79,101.25,4.877,21.5,23.79,4.992,19.16,8.9798,0.0
20140113,25.86,63.1,81.88,3.79,101.25,3.9494,21.56,23.58,4.1311,32.22,9.3406,4.21
20140114,25.04,96.2,83.86,3.08,101.17,2.7168,21.78,23.27,4.2502,75.78,9.997,4.41
20140115,24.95,131.4,82.7,2.22,101.2,2.3808,22.16,23.34,4.3855,59.89,9.8594,0.07
20140116,26.19,111.0,74.34,1.68,101.25,3.8662,22.78,24.13,4.0006,27.27,9.3751,0.0
20140117,25.95,74.5,80.79,3.76,101.24,3.4925,21.89,23.73,4.14,42.91,9.4918,0.0
20140118,26.27,80.8,78.36,4.43,101.28,4.2852,21.84,23.77,4.752,43.84,9.3634,0.0
20140119,26.42,70.2,79.13,4.15,101.44,4.8178,22.05,23.91,4.895,16.02,9.1234,0.0
20140120,26.38,68.0,78.87,4.03,101.45,4.7858,21.57,23.91,4.9922,21.81,9.1445,0.01
20140121,26.71,71.7,74.76,4.18,101.41,4.3783,22.45,24.22,4.7004,43.7,9.4238,0.0
20140122,25.92,79.1,76.03,4.15,101.3,3.1181,21.48,23.57,4.6798,66.65,9.7872,0.0
20140123,26.09,80.7,71.61,3.18,101.28,4.6406,21.46,23.73,4.9877,46.1,9.4022,0.0
20140124,26.08,85.1,72.94,2.32,101.14,4.9246,20.85,23.61,5.1055,27.29,9.1034,0.0
20140125,27.01,66.2,73.99,3.26,101.06,4.8338,21.3,24.17,5.0376,24.17,9.0898,0.0
20140126,26.82,54.6,75.27,4.95,101.13,4.8888,21.36,23.92,5.0621,21.84,9.0883,0.0
20140127,26.51,61.8,78.3,4.21,101.15,4.4762,21.21,23.73,5.1852,58.46,9.3605,0.0
20140128,25.98,60.5,75.27,4.2,101.13,4.1722,21.21,23.44,5.1295,86.89,9.2321,0.0
20140129,25.96,57.7,72.61,4.6,101.18,4.7074,20.03,22.93,4.9092,39.43,8.9174,0.0
20140130,26.47,63.5,69.26,4.0,101.19,5.0582,20.06,23.13,5.2253,32.54,8.8843,0.0
20140131,26.77,60.8,73.32,3.91,101.2,4.6898,20.26,23.36,4.8833,28.55,9.0595,0.0
20140201,26.72,60.5,75.51,3.93,101.18,4.7189,20.46,23.47,4.999,30.28,9.1411,0.0
20140202,27.26,60.3,72.92,3.16,101.07,5.0455,20.37,23.73,5.1775,23.05,9.0322,0.0
20140203,27.54,73.3,67.53,2.0,100.84,5.4168,20.79,23.96,5.6206,22.6,8.8094,0.0
20140204,29.08,187.6,61.13,1.97,100.65,5.5704,20.92,24.71,5.7638,25.41,8.8836,0.0
20140205,28.28,190.9,67.59,1.64,100.61,5.2718,21.76,24.67,5.7043,38.72,9.0703,0.0
20140206,29.79,150.1,62.7,1.77,100.68,5.4677,21.96,25.35,5.6652,20.88,9.0614,0.0
20140207,29.4,210.4,62.27,2.65,100.67,5.7062,22.37,25.42,5.8178,15.71,8.9158,0.0
20140208,29.54,223.5,67.0,4.96,100.57,5.3419,21.92,25.46,5.4494,17.16,8.9798,0.0
20140209,30.32,227.8,67.0,5.07,100.5,5.5896,21.98,25.89,5.6453,11.41,9.0017,0.0
20140210,29.43,221.8,73.45,5.23,100.56,5.603,22.12,25.55,5.6844,10.69,9.1099,0.0
20140211,28.86,219.2,76.36,4.67,100.54,5.5212,22.46,25.43,5.6638,19.2,9.1819,0.0
20140212,28.89,208.6,75.01,4.63,100.6,5.4718,22.48,25.33,5.5582,19.6,9.2386,0.0
20140213,28.09,170.5,75.73,3.04,100.87,4.9481,22.74,24.98,5.0664,22.63,9.2143,0.0
20140214,27.85,174.9,74.51,3.05,100.87,5.2932,22.89,24.88,5.4463,25.2,9.1913,0.0
20140215,27.58,184.4,77.84,3.73,100.67,5.1994,22.29,24.68,5.5788,44.89,9.443,0.02
20140216,27.69,210.6,77.43,5.34,100.64,4.9248,23.09,25.41,5.5781,64.14,9.8736,0.2
20140217,28.52,67.9,67.39,4.42,101.01,5.4854,22.96,25.29,5.6412,36.37,9.6072,0.16
20140218,28.26,76.8,62.96,4.25,101.22,5.9095,22.12,24.8,6.1949,34.02,9.1505,0.0
20140219,27.5,84.2,62.91,3.63,101.14,6.2366,20.61,23.98,6.3703,16.32,8.8015,0.0
20140220,27.64,112.0,65.23,2.98,101.02,6.114,21.49,24.3,6.2477,23.1,8.9762,0.0
20140221,27.59,148.6,66.59,2.32,101.06,5.7883,22.55,24.5,6.0386,38.23,9.3067,0.0
20140222,27.57,127.6,67.87,2.86,101.08,6.0991,22.49,24.47,6.1685,13.91,8.959,0.0
20140223,27.48,95.0,69.3,3.62,101.14,5.875,22.12,24.55,6.1438,33.91,9.1123,0.0
20140224,28.08,83.3,72.23,4.1,101.19,5.5651,21.91,24.66,5.8502,24.46,9.0763,0.0
20140225,28.33,84.1,74.76,3.42,101.18,5.5373,21.6,24.71,5.7607,26.28,9.1394,0.0
20140226,28.42,118.4,73.29,2.6,101.04,5.7953,22.44,25.06,6.0379,24.58,9.215,0.06
20140227,28.71,157.8,68.26,2.34,101.01,6.2784,22.97,25.2,6.348,13.65,8.8637,0.13
20140228,28.31,153.8,74.72,2.59,100.98,6.1522,22.04,24.68,6.3804,33.93,9.1774,0.0
20140301,28.24,121.5,71.79,3.12,100.94,5.6918,22.44,24.89,6.329,44.01,9.3326,0.11
20140302,28.57,152.1,69.93,2.67,100.89,6.0295,23.26,25.4,6.2674,22.91,9.2146,0.06
20140303,28.32,107.9,70.9,2.83,100.96,5.8248,23.49,25.53,6.2278,53.09,9.4678,0.16
20140304,28.77,119.4,67.56,2.89,101.03,5.7574,23.05,25.5,6.1824,45.91,9.4414,0.32
20140305,29.01,92.3,71.95,3.48,101.04,5.8848,22.27,25.46,6.3089,33.99,9.4906,0.0
20140306,29.53,127.2,68.7,2.46,101.0,6.0065,23.56,26.05,6.2544,42.51,9.6098,0.14
20140307,29.37,104.4,67.37,2.9,101.07,6.0811,23.75,26.11,6.4169,38.59,9.6684,0.06
20140308,29.41,101.2,67.9,2.72,101.16,5.1269,23.87,26.12,6.0739,65.06,9.7366,0.39
20140309,30.09,123.4,67.72,2.24,101.05,5.1593,23.98,26.42,5.9254,74.34,9.761,1.37
20140310,29.87,139.1,64.68,1.95,101.03,4.7971,24.39,26.65,5.8872,73.8,9.8071,0.3
20140311,30.06,117.2,64.26,2.3,101.08,5.7082,24.38,26.87,6.2458,65.46,9.6233,0.02
20140312,29.78,154.0,64.8,1.94,101.05,4.7184,24.69,27.0,6.4925,91.96,9.714,0.02
20140313,31.08,195.8,61.2,1.72,100.94,5.1216,25.34,27.88,6.355,88.01,9.6962,0.14
20140314,31.91,141.4,59.92,2.28,100.92,6.2724,24.89,28.12,6.5086,27.42,9.5431,0.0
20140315,32.93,162.3,58.41,2.27,101.02,6.3775,25.08,28.43,6.4805,14.58,9.6746,0.0
20140316,32.89,189.9,60.4,2.47,101.1,6.229,25.08,28.53,6.4123,13.71,9.6962,0.0
20140317,32.39,209.3,63.96,3.77,101.02,6.3336,25.14,28.3,6.4034,11.99,9.5494,0.0
20140318,33.95,214.3,63.29,4.4,100.92,6.5194,25.27,28.92,6.6067,14.62,9.5047,0.0
20140319,34.28,217.5,64.3,5.02,100.78,6.3636,25.36,29.3,6.5484,24.57,9.6523,0.0
20140320,34.73,220.3,62.45,4.76,100.66,6.391,25.97,29.66,6.4786,20.63,9.7193,0.0
20140321,33.38,215.0,69.27,5.33,100.52,6.1697,25.56,28.95,6.4073,21.08,9.7142,0.51
20140322,33.58,215.2,68.6,5.66,100.4,6.0456,25.7,29.11,6.3979,43.0,9.9017,0.0
20140323,33.03,213.6,69.71,5.15,100.57,6.5664,25.51,28.69,6.6502,11.03,9.569,0.0
20140324,32.46,210.2,66.84,4.9,100.73,6.3096,25.03,28.33,6.4478,19.0,9.5407,0.0
20140325,32.33,201.5,67.54,4.06,100.7,6.0598,24.97,28.31,6.3341,32.21,9.6893,0.0
20140326,33.46,205.8,63.35,4.0,100.66,6.1901,25.98,28.97,6.2998,23.02,9.6202,0.0
20140327,34.96,221.1,57.26,5.15,100.62,6.1834,25.52,29.72,6.3365,23.85,9.5513,0.0
20140328,35.79,225.8,53.48,5.41,100.54,5.9249,26.15,30.48,6.3252,39.25,9.7087,0.0
20140329,36.04,217.5,55.09,3.65,100.41,5.88,27.1,30.77,6.235,39.75,9.9442,0.0
20140330,35.06,217.7,61.6,4.68,100.37,5.8601,26.9,30.3,6.1318,35.7,9.8988,0.0
20140331,35.82,227.4,58.14,5.99,100.31,5.4612,26.72,30.62,5.8205,40.87,9.9355,0.31
20140401,35.66,225.8,56.46,5.86,100.21,5.671,26.55,30.49,5.929,37.07,9.8165,0.0
20140402,34.99,220.4,61.15,5.68,100.28,5.0263,26.5,30.13,5.862,43.3,10.008,0.0
20140403,35.16,221.5,63.04,5.65,100.4,5.455,26.27,29.99,5.9328,53.96,10.0601,0.02
20140404,35.03,219.2,62.47,5.69,100.47,6.2575,26.24,30.18,6.5683,35.83,9.8758,0.0
20140405,36.1,214.4,61.17,4.84,100.53,6.557,26.3,30.34,6.8402,35.94,9.738,0.0
20140406,33.45,214.3,72.64,6.4,100.64,6.4018,26.14,29.18,6.631,26.31,9.9161,0.0
20140407,34.51,222.0,70.22,6.16,100.6,5.7646,25.98,29.73,6.4152,54.62,10.2144,0.03
20140408,35.55,223.5,66.56,6.21,100.46,5.7082,26.7,30.39,6.2402,41.42,10.0946,0.05
20140409,33.51,214.6,66.53,3.35,100.54,5.6472,27.43,30.27,5.9911,63.52,10.3421,0.05
20140410,34.75,212.0,61.2,2.74,100.56,4.5295,27.57,30.85,6.0413,76.63,10.4323,0.01
20140411,34.25,200.7,64.3,3.67,100.53,6.1519,27.06,30.05,6.4325,32.71,10.1249,0.36
20140412,32.97,204.5,70.96,4.32,100.5,5.5637,26.51,29.45,6.2117,63.86,10.375,0.84
20140413,32.66,198.4,70.46,3.95,100.63,5.0194,26.56,29.28,5.8442,79.14,10.4426,0.54
20140414,32.78,199.7,69.69,3.89,100.74,6.2815,26.4,29.14,6.4296,47.93,10.0262,0.31
20140415,34.11,210.1,66.3,4.47,100.69,6.6307,26.12,29.62,6.8378,44.08,9.9372,0.06
20140416,34.48,212.5,66.77,5.01,100.52,6.3125,26.35,30.0,6.7982,56.57,10.0174,0.46
20140417,34.32,211.0,65.64,5.23,100.4,6.4646,27.67,30.5,6.8875,50.4,10.033,0.12
20140418,34.55,204.5,66.21,4.12,100.57,6.7351,26.98,30.24,6.8894,33.09,9.8258,0.2
20140419,35.69,210.0,61.9,3.97,100.5,6.558,26.99,30.91,6.8086,35.88,9.9449,0.04
20140420,34.24,218.4,59.29,3.04,100.4,5.8267,28.92,31.02,6.7961,49.97,10.0457,0.05
20140421,34.09,181.0,62.56,2.64,100.5,6.3187,28.2,30.73,6.6103,40.31,9.9943,0.01
20140422,34.63,185.5,59.24,2.58,100.66,6.6422,28.62,31.13,6.7356,16.43,9.8525,0.29
20140423,35.5,208.9,62.06,4.19,100.54,6.8542,27.44,31.13,7.031,34.76,9.7454,0.06
20140424,35.9,215.6,61.39,5.39,100.35,6.3828,28.36,31.42,6.756,45.76,10.0356,0.0
20140425,36.37,219.3,63.26,5.51,100.33,6.2974,28.16,31.62,6.7718,59.06,10.333,0.04
20140426,35.32,218.6,67.13,5.93,100.33,5.4888,28.53,31.32,6.5246,72.71,10.4438,0.06
20140427,34.67,214.3,67.32,5.64,100.41,6.7495,28.69,31.03,6.8858,31.07,10.135,0.07
20140428,34.89,221.0,66.95,6.62,100.43,6.6938,28.57,31.03,7.0027,40.95,10.1057,0.04
20140429,34.74,216.1,67.94,6.09,100.39,6.6365,28.01,30.64,6.7692,31.07,10.1129,0.33
20140430,34.23,217.9,70.51,5.93,100.4,6.4385,27.44,30.17,6.6586,62.37,10.2778,0.43
20140501,34.27,221.1,67.98,6.15,100.33,6.8717,28.23,30.56,7.0769,46.2,10.2103,3.08
20140502,30.79,221.8,77.54,5.66,100.36,6.2959,28.09,29.17,6.9401,70.66,10.3882,3.38
20140503,33.38,214.1,74.71,6.1,100.41,6.8443,27.4,29.75,7.1546,32.84,10.1419,0.61
20140504,33.16,209.9,73.79,5.44,100.37,7.1407,27.2,29.81,7.2286,25.87,10.0178,3.88
20140505,32.8,200.4,70.23,4.42,100.5,6.9842,26.97,29.58,7.4268,52.52,10.1983,0.42
20140506,32.95,189.0,67.77,3.4,100.6,6.3168,27.39,29.86,7.5053,73.39,10.2962,0.75
20140507,32.85,205.1,69.58,4.53,100.51,7.1671,27.66,29.99,7.4558,60.09,10.2998,0.38
20140508,32.62,221.5,72.03,6.07,100.37,7.2552,28.07,30.12,7.4854,49.38,10.2833,1.19
